url,page_family,title,h1,meta_description,status,primary_keyword,secondary_keywords,schema_types,faq_present,breadcrumb_present,rfq_cta_present,internal_link_notes,image_status,design_score,seo_score,aeo_score,eeat_score,conversion_score,priority,recommended_action,notes
https://rubinoxmetal.com/blog/high-speed-steel-sourcing-guide.html,Knowledge Hub,High Speed Steel Sourcing Guide | Rubinox,High Speed Steel Sourcing Guide for Tooling and Machining Buyers,"High speed steel sourcing guide for HSS M2, M35, M42, tool steel, cutting tools, punches, dies and RFQ preparation.",template polished in Batch 7,High Speed Steel Sourcing Guide,,Answer; BlogPosting; BreadcrumbList; FAQPage; ImageObject; ListItem; Organization; Question; WebPage,yes,yes,yes,Mapped from sitemap and local HTML; preserve canonical/internal links unless task-specific.,image or visual asset referenced,,,,,,P3,Maintain topic cluster; future articles remain planned,"Batch 7: category and guide-type meta confirmed with TOC, reviewer, related guides, RFQ CTA and valid BlogPosting schema; URL/canonical/H1 preserved."
https://rubinoxmetal.com/blog/export-metal-rfq-from-india.html,Knowledge Hub,Export Metal RFQ from India Guide | Rubinox,Export Metal RFQ from India: What Overseas Buyers Should Share,"Export metal RFQ guide for overseas buyers covering packing, MTC, destination country, port, documentation assistance and procurement enquiry details.",template polished in Batch 7,Export Metal RFQ from India Guide,,Answer; BlogPosting; BreadcrumbList; FAQPage; ImageObject; ListItem; Organization; Question; WebPage,yes,yes,yes,Mapped from sitemap and local HTML; preserve canonical/internal links unless task-specific.,image or visual asset referenced,,,,,,P3,Maintain topic cluster; future articles remain planned,"Batch 7: category and guide-type meta confirmed with TOC, reviewer, related guides, RFQ CTA and valid BlogPosting schema; URL/canonical/H1 preserved."
https://rubinoxmetal.com/mission-vision.html,Company / trust,Mission & Vision | Rubinox Metal and Alloys,Mission & Vision,"Read the mission, vision and values of Rubinox Metal and Alloys, a Mumbai-based stockist, supplier, importer, exporter and project supplier of stainless steel, alloys and industrial metals.",needs detailed scoring,Mission & Vision,,Answer; BreadcrumbList; FAQPage; ListItem; Question; WebPage,yes,yes,yes,Mapped from sitemap and local HTML; preserve canonical/internal links unless task-specific.,image or visual asset referenced,,,,,,P3,Wait for owner-approved trust assets,Complete URL/family mapping done; detailed scoring deferred to page-family audit batch.
https://rubinoxmetal.com/registrations-compliance.html,Company / trust,Registrations & Compliance | Rubinox Metal and Alloys,Registrations & Compliance,"Rubinox Metal and Alloys can share relevant business registration and compliance details such as GST, IEC and MSME/Udyam information where required for buyer onboarding, vendor registration and export RFQs.",needs detailed scoring,Registrations & Compliance,,Answer; BreadcrumbList; FAQPage; ListItem; Question; WebPage,yes,yes,yes,Mapped from sitemap and local HTML; preserve canonical/internal links unless task-specific.,image or visual asset referenced,,,,,,P3,Wait for owner-approved trust assets,Complete URL/family mapping done; detailed scoring deferred to page-family audit batch.
https://rubinoxmetal.com/product-portfolio.html,Hub pages,"Product Portfolio | Industrial Metals, Grades and Forms | Rubinox",Product Portfolio,"Explore the Rubinox Metal and Alloys product portfolio covering stainless steel, duplex, nickel alloys, titanium, SMO 254, aluminium, copper, brass, carbon steel, mild steel, high speed steel, grades and product forms.",needs detailed scoring,Product Portfolio,,Answer; BreadcrumbList; FAQPage; ListItem; Question; WebPage,yes,yes,yes,Mapped from sitemap and local HTML; preserve canonical/internal links unless task-specific.,image or visual asset referenced,,,,,,P3,Keep mapped; score in later audit batch,Complete URL/family mapping done; detailed scoring deferred to page-family audit batch.
https://rubinoxmetal.com/materials.html,Hub pages,"Materials We Supply | Stainless Steel, Alloys and Metals | Rubinox",Materials We Supply,"Browse material families supplied by Rubinox Metal and Alloys, including stainless steel, duplex, nickel alloys, titanium, SMO 254, aluminium, copper, brass, carbon steel, mild steel, phosphor bronze and high speed steel.",Batch 9 polished,Materials We Supply,,Answer; BreadcrumbList; FAQPage; ListItem; Question; WebPage,yes,yes,yes,Mapped from sitemap and local HTML; preserve canonical/internal links unless task-specific.,image or visual asset referenced,,,,,,P3,Batch 9 polished,"Batch 9 added material family RFQ pathways, grade/spec/product/resource links and documentation routing; SEO URL, canonical, H1, title/meta, schema meaning and sitemap URL preserved."
https://rubinoxmetal.com/product-forms.html,Hub pages,"Product Forms | Pipes, Tubes, Plates and More | Rubinox",Product Forms,"Browse industrial metal product forms from Rubinox Metal and Alloys, including pipes, tubes, sheets, plates, coils, flanges, fittings, fasteners, bars, rods, angles, channels, flats, circles, wire mesh and perforated sheets.",representative scored,Product Forms,,Answer; BreadcrumbList; FAQPage; ListItem; Question; WebPage,yes,yes,yes,Mapped from sitemap and local HTML; preserve canonical/internal links unless task-specific.,image or visual asset referenced,7.8,8.4,7.8,7.3,7.7,P1,Product-form hub polish,Representative scoring based on latest site-wide design analysis.
https://rubinoxmetal.com/grades.html,Hub pages,"Material Grades | Stainless, Duplex, Nickel and Titanium | Rubinox",Material Grades,"Browse material grades available for RFQ review at Rubinox Metal and Alloys, including SS 304, 316L, 904L, Duplex 2205, Super Duplex 2507, Inconel, Monel, Hastelloy, Nickel, Titanium and SMO 254 grades.",needs detailed scoring,Material Grades,,Answer; BreadcrumbList; FAQPage; ListItem; Question; WebPage,yes,yes,yes,Mapped from sitemap and local HTML; preserve canonical/internal links unless task-specific.,image or visual asset referenced,,,,,,P3,Keep mapped; score in later audit batch,Complete URL/family mapping done; detailed scoring deferred to page-family audit batch.
https://rubinoxmetal.com/privacy-policy.html,Legal pages,Privacy Policy | Rubinox Metal and Alloys,Privacy Policy,"Read the Privacy Policy for Rubinox Metal and Alloys, covering enquiry data, RFQ communication, website analytics, cookies, third-party links and contact information.",needs detailed scoring,Privacy Policy,,Answer; BreadcrumbList; FAQPage; ListItem; Question; WebPage,yes,yes,yes,Mapped from sitemap and local HTML; preserve canonical/internal links unless task-specific.,image or visual asset referenced,,,,,,P3,Keep mapped; score in later audit batch,Complete URL/family mapping done; detailed scoring deferred to page-family audit batch.
https://rubinoxmetal.com/terms-and-conditions.html,Legal pages,Terms & Conditions | Rubinox Metal and Alloys,Terms & Conditions,"Read the Terms & Conditions for using the Rubinox Metal and Alloys website, including RFQ communication, technical content, quotation limitations, external links and buyer responsibility.",needs detailed scoring,Terms & Conditions,,Answer; BreadcrumbList; FAQPage; ListItem; Question; WebPage,yes,yes,yes,Mapped from sitemap and local HTML; preserve canonical/internal links unless task-specific.,image or visual asset referenced,,,,,,P3,Keep mapped; score in later audit batch,Complete URL/family mapping done; detailed scoring deferred to page-family audit batch.
https://rubinoxmetal.com/blog/stainless-steel-304l-vs-316l.html,Knowledge Hub,Stainless Steel 304L vs 316L: Buyer Comparison Guide | Rubinox,Stainless Steel 304L vs 316L: Buyer Comparison Guide,"Compare SS 304L and SS 316L for welded fabrication, pharma, food, process equipment and RFQ preparation.",template polished in Batch 7,Stainless Steel 304L vs 316L: Buyer Comparison Guide,,Answer; BlogPosting; BreadcrumbList; FAQPage; ImageObject; ListItem; Organization; Question; WebPage,yes,yes,yes,Mapped from sitemap and local HTML; preserve canonical/internal links unless task-specific.,image or visual asset referenced,,,,,,P3,Maintain topic cluster; future articles remain planned,"Batch 7: category and guide-type meta confirmed with TOC, reviewer, related guides, RFQ CTA and valid BlogPosting schema; URL/canonical/H1 preserved."
https://rubinoxmetal.com/blog/stainless-steel-310-vs-321-vs-347.html,Knowledge Hub,SS 310 vs 321 vs 347 Guide | Rubinox,Stainless Steel 310 vs 321 vs 347: High Temperature Grade Guide,"Review SS 310, SS 321 and SS 347 for high-temperature stainless steel RFQs, fabrication and buyer specification checks.",template polished in Batch 7,SS 310 vs 321 vs 347 Guide,,Answer; BlogPosting; BreadcrumbList; FAQPage; ImageObject; ListItem; Organization; Question; WebPage,yes,yes,yes,Mapped from sitemap and local HTML; preserve canonical/internal links unless task-specific.,image or visual asset referenced,,,,,,P3,Maintain topic cluster; future articles remain planned,"Batch 7: category and guide-type meta confirmed with TOC, reviewer, related guides, RFQ CTA and valid BlogPosting schema; URL/canonical/H1 preserved."
https://rubinoxmetal.com/blog/duplex-stainless-steel-for-chemical-processing.html,Knowledge Hub,Duplex Stainless Steel for Chemical Processing RFQs | Rubinox,Duplex Stainless Steel for Chemical Processing RFQs,"Buyer guide for reviewing Duplex 2205, Super Duplex 2507 and related grades for chemical processing RFQs.",template polished in Batch 7,Duplex Stainless Steel for Chemical Processing RFQs,,Answer; BlogPosting; BreadcrumbList; FAQPage; ImageObject; ListItem; Organization; Question; WebPage,yes,yes,yes,Mapped from sitemap and local HTML; preserve canonical/internal links unless task-specific.,image or visual asset referenced,,,,,,P3,Maintain topic cluster; future articles remain planned,"Batch 7: category and guide-type meta confirmed with TOC, reviewer, related guides, RFQ CTA and valid BlogPosting schema; URL/canonical/H1 preserved."
https://rubinoxmetal.com/blog/super-duplex-for-seawater-desalination.html,Knowledge Hub,Super Duplex for Seawater and Desalination Projects | Rubinox,Super Duplex for Seawater and Desalination Projects,"Review Super Duplex, Duplex, SMO 254 and nickel alloy considerations for seawater and desalination project RFQs.",template polished in Batch 7,Super Duplex for Seawater and Desalination Projects,,Answer; BlogPosting; BreadcrumbList; FAQPage; ImageObject; ListItem; Organization; Question; WebPage,yes,yes,yes,Mapped from sitemap and local HTML; preserve canonical/internal links unless task-specific.,image or visual asset referenced,,,,,,P3,Maintain topic cluster; future articles remain planned,"Batch 7: category and guide-type meta confirmed with TOC, reviewer, related guides, RFQ CTA and valid BlogPosting schema; URL/canonical/H1 preserved."
https://rubinoxmetal.com/blog/nickel-alloy-625-vs-718.html,Knowledge Hub,Inconel 625 vs Inconel 718: Nickel Alloy Buyer Guide | Rubinox,Inconel 625 vs Inconel 718: Nickel Alloy Buyer Guide,"Compare Inconel 625 and Inconel 718 for corrosion, strength, heat, aerospace, marine and chemical RFQ review.",template polished in Batch 7,Inconel 625 vs Inconel 718: Nickel Alloy Buyer Guide,,Answer; BlogPosting; BreadcrumbList; FAQPage; ImageObject; ListItem; Organization; Question; WebPage,yes,yes,yes,Mapped from sitemap and local HTML; preserve canonical/internal links unless task-specific.,image or visual asset referenced,,,,,,P3,Maintain topic cluster; future articles remain planned,"Batch 7: category and guide-type meta confirmed with TOC, reviewer, related guides, RFQ CTA and valid BlogPosting schema; URL/canonical/H1 preserved."
https://rubinoxmetal.com/blog/monel-400-vs-k500.html,Knowledge Hub,Monel 400 vs Monel K-500: Buyer Comparison Guide | Rubinox,Monel 400 vs Monel K-500: Buyer Comparison Guide,"Compare Monel 400 and Monel K-500 for marine, chemical, fastener, pump and engineered component RFQs.",template polished in Batch 7,Monel 400 vs Monel K-500: Buyer Comparison Guide,,Answer; BlogPosting; BreadcrumbList; FAQPage; ImageObject; ListItem; Organization; Question; WebPage,yes,yes,yes,Mapped from sitemap and local HTML; preserve canonical/internal links unless task-specific.,image or visual asset referenced,,,,,,P3,Maintain topic cluster; future articles remain planned,"Batch 7: category and guide-type meta confirmed with TOC, reviewer, related guides, RFQ CTA and valid BlogPosting schema; URL/canonical/H1 preserved."
https://rubinoxmetal.com/blog/hastelloy-c276-vs-c22.html,Knowledge Hub,Hastelloy C276 vs C22: Corrosion Alloy Buyer Guide | Rubinox,Hastelloy C276 vs C22: Corrosion Alloy Buyer Guide,"Review Hastelloy C276 and C22 for chemical processing, corrosion-resistant equipment and RFQ preparation.",template polished in Batch 7,Hastelloy C276 vs C22: Corrosion Alloy Buyer Guide,,Answer; BlogPosting; BreadcrumbList; FAQPage; ImageObject; ListItem; Organization; Question; WebPage,yes,yes,yes,Mapped from sitemap and local HTML; preserve canonical/internal links unless task-specific.,image or visual asset referenced,,,,,,P3,Maintain topic cluster; future articles remain planned,"Batch 7: category and guide-type meta confirmed with TOC, reviewer, related guides, RFQ CTA and valid BlogPosting schema; URL/canonical/H1 preserved."
https://rubinoxmetal.com/blog/titanium-vs-stainless-steel.html,Knowledge Hub,Titanium vs Stainless Steel: Buyer Selection Guide | Rubinox,Titanium vs Stainless Steel: Buyer Selection Guide,"Compare titanium and stainless steel for corrosion, weight, strength, chemical, marine and precision component RFQs.",template polished in Batch 7,Titanium vs Stainless Steel: Buyer Selection Guide,,Answer; BlogPosting; BreadcrumbList; FAQPage; ImageObject; ListItem; Organization; Question; WebPage,yes,yes,yes,Mapped from sitemap and local HTML; preserve canonical/internal links unless task-specific.,image or visual asset referenced,,,,,,P3,Maintain topic cluster; future articles remain planned,"Batch 7: category and guide-type meta confirmed with TOC, reviewer, related guides, RFQ CTA and valid BlogPosting schema; URL/canonical/H1 preserved."
https://rubinoxmetal.com/blog/aluminium-vs-stainless-steel.html,Knowledge Hub,Aluminium vs Stainless Steel: Procurement Comparison Guide | Rubinox,Aluminium vs Stainless Steel: Procurement Comparison Guide,"Compare aluminium and stainless steel for weight, corrosion, fabrication, machining and industrial RFQ preparation.",template polished in Batch 7,Aluminium vs Stainless Steel: Procurement Comparison Guide,,Answer; BlogPosting; BreadcrumbList; FAQPage; ImageObject; ListItem; Organization; Question; WebPage,yes,yes,yes,Mapped from sitemap and local HTML; preserve canonical/internal links unless task-specific.,image or visual asset referenced,,,,,,P3,Maintain topic cluster; future articles remain planned,"Batch 7: category and guide-type meta confirmed with TOC, reviewer, related guides, RFQ CTA and valid BlogPosting schema; URL/canonical/H1 preserved."
https://rubinoxmetal.com/blog/carbon-steel-vs-mild-steel.html,Knowledge Hub,Carbon Steel vs Mild Steel: Industrial Buyer Guide | Rubinox,Carbon Steel vs Mild Steel: Industrial Buyer Guide,"Compare carbon steel and mild steel for plates, bars, structural work, fabrication and project RFQs.",template polished in Batch 7,Carbon Steel vs Mild Steel: Industrial Buyer Guide,,Answer; BlogPosting; BreadcrumbList; FAQPage; ImageObject; ListItem; Organization; Question; WebPage,yes,yes,yes,Mapped from sitemap and local HTML; preserve canonical/internal links unless task-specific.,image or visual asset referenced,,,,,,P3,Maintain topic cluster; future articles remain planned,"Batch 7: category and guide-type meta confirmed with TOC, reviewer, related guides, RFQ CTA and valid BlogPosting schema; URL/canonical/H1 preserved."
https://rubinoxmetal.com/blog/mild-steel-is-2062-vs-astm-a36.html,Knowledge Hub,IS 2062 vs ASTM A36: Mild Steel Buyer Comparison | Rubinox,IS 2062 vs ASTM A36: Mild Steel Buyer Comparison,"Compare IS 2062 and ASTM A36 for mild steel structural, fabrication and project supply RFQs.",template polished in Batch 7,IS 2062 vs ASTM A36: Mild Steel Buyer Comparison,,Answer; BlogPosting; BreadcrumbList; FAQPage; ImageObject; ListItem; Organization; Question; WebPage,yes,yes,yes,Mapped from sitemap and local HTML; preserve canonical/internal links unless task-specific.,image or visual asset referenced,,,,,,P3,Maintain topic cluster; future articles remain planned,"Batch 7: category and guide-type meta confirmed with TOC, reviewer, related guides, RFQ CTA and valid BlogPosting schema; URL/canonical/H1 preserved."
https://rubinoxmetal.com/blog/copper-c101-vs-c110-vs-c122.html,Knowledge Hub,Copper C101 vs C110 vs C122: Buyer Comparison Guide | Rubinox,Copper C101 vs C110 vs C122: Buyer Comparison Guide,"Compare copper C101, C110 and C122 for electrical, heat exchanger, fabrication and industrial RFQs.",template polished in Batch 7,Copper C101 vs C110 vs C122: Buyer Comparison Guide,,Answer; BlogPosting; BreadcrumbList; FAQPage; ImageObject; ListItem; Organization; Question; WebPage,yes,yes,yes,Mapped from sitemap and local HTML; preserve canonical/internal links unless task-specific.,image or visual asset referenced,,,,,,P3,Maintain topic cluster; future articles remain planned,"Batch 7: category and guide-type meta confirmed with TOC, reviewer, related guides, RFQ CTA and valid BlogPosting schema; URL/canonical/H1 preserved."
https://rubinoxmetal.com/blog/brass-c260-vs-c360.html,Knowledge Hub,Brass C260 vs C360: Buyer Comparison Guide | Rubinox,Brass C260 vs C360: Buyer Comparison Guide,"Compare Brass C260 and C360 for sheet, plate, bar, machining, fabrication and industrial RFQs.",template polished in Batch 7,Brass C260 vs C360: Buyer Comparison Guide,,Answer; BlogPosting; BreadcrumbList; FAQPage; ImageObject; ListItem; Organization; Question; WebPage,yes,yes,yes,Mapped from sitemap and local HTML; preserve canonical/internal links unless task-specific.,image or visual asset referenced,,,,,,P3,Maintain topic cluster; future articles remain planned,"Batch 7: category and guide-type meta confirmed with TOC, reviewer, related guides, RFQ CTA and valid BlogPosting schema; URL/canonical/H1 preserved."
https://rubinoxmetal.com/blog/phosphor-bronze-c510-vs-c521.html,Knowledge Hub,Phosphor Bronze C510 vs C521: Buyer Comparison Guide | Rubinox,Phosphor Bronze C510 vs C521: Buyer Comparison Guide,"Compare Phosphor Bronze C510 and C521 for spring, connector, wear, electrical and engineering RFQs.",template polished in Batch 7,Phosphor Bronze C510 vs C521: Buyer Comparison Guide,,Answer; BlogPosting; BreadcrumbList; FAQPage; ImageObject; ListItem; Organization; Question; WebPage,yes,yes,yes,Mapped from sitemap and local HTML; preserve canonical/internal links unless task-specific.,image or visual asset referenced,,,,,,P3,Maintain topic cluster; future articles remain planned,"Batch 7: category and guide-type meta confirmed with TOC, reviewer, related guides, RFQ CTA and valid BlogPosting schema; URL/canonical/H1 preserved."
https://rubinoxmetal.com/blog/industrial-metal-product-forms-guide.html,Knowledge Hub,Industrial Metal Product Forms Guide for RFQ Buyers | Rubinox,Industrial Metal Product Forms Guide for RFQ Buyers,"Guide to pipes, tubes, sheets, plates, coils, bars, rods, flanges, fittings, fasteners, channels and perforated sheets for RFQs.",template polished in Batch 7,Industrial Metal Product Forms Guide for RFQ Buyers,,Answer; BlogPosting; BreadcrumbList; FAQPage; ImageObject; ListItem; Organization; Question; WebPage,yes,yes,yes,Mapped from sitemap and local HTML; preserve canonical/internal links unless task-specific.,image or visual asset referenced,,,,,,P3,Maintain topic cluster; future articles remain planned,"Batch 7: category and guide-type meta confirmed with TOC, reviewer, related guides, RFQ CTA and valid BlogPosting schema; URL/canonical/H1 preserved."
https://rubinoxmetal.com/materials/copper-nickel-90-10-c70600-supplier-india.html,Grade / specification pages,Copper Nickel 90/10 C70600 Supplier India | Cu-Ni RFQs,Copper Nickel 90/10 C70600 Supplier in India,"Copper Nickel 90/10 C70600 supplier in India for pipes, tubes, sheets, plates, flanges and fittings RFQs with documentation support.",needs detailed scoring,Copper Nickel 90/10 C70600 Supplier India,,Answer; BreadcrumbList; FAQPage; ListItem; Organization; Product; PropertyValue; Question; Thing; WebPage; WebSite,yes,yes,yes,Mapped from sitemap and local HTML; preserve canonical/internal links unless task-specific.,image or visual asset referenced,,,,,,P3,Use pilot before broad template changes,Complete URL/family mapping done; detailed scoring deferred to page-family audit batch.
https://rubinoxmetal.com/materials/copper-nickel-70-30-c71500-supplier-india.html,Grade / specification pages,Copper Nickel 70/30 C71500 Supplier India | Cu-Ni RFQs,Copper Nickel 70/30 C71500 Supplier in India,"Copper Nickel 70/30 C71500 supplier in India for marine, condenser, seawater piping and heat exchanger RFQs with documentation support.",polished in Batch 10B,Copper Nickel 70/30 C71500 Supplier India,,Answer; BreadcrumbList; FAQPage; ListItem; Organization; Product; PropertyValue; Question; Thing; WebPage; WebSite,yes,yes,yes,Mapped from sitemap and local HTML; preserve canonical/internal links unless task-specific.,image or visual asset referenced,8.5,8.2,8.1,7.8,8.4,P2,Monitor Batch 10B polished grade/spec pages; defer remaining grade/spec rollout to Batch 10C.,"Batch 10B grade/spec rollout applied; URL, H1 intent, title/meta/canonical targets, schema meaning and sitemap URL preserved. Visual gate passed at 1366 and 390, with representative 1280/768/360 checks."
https://rubinoxmetal.com/materials/alloy-20-uns-n08020-supplier-india.html,Grade / specification pages,Alloy 20 UNS N08020 Supplier India | Carpenter 20 RFQs,Alloy 20 UNS N08020 Supplier in India,"Alloy 20 UNS N08020 supplier in India for pipes, tubes, sheets, plates, bars, flanges and fittings RFQs with documentation support.",polished in Batch 10B,Alloy 20 UNS N08020 Supplier India,,Answer; BreadcrumbList; FAQPage; ListItem; Organization; Product; PropertyValue; Question; Thing; WebPage; WebSite,yes,yes,yes,Mapped from sitemap and local HTML; preserve canonical/internal links unless task-specific.,image or visual asset referenced,8.5,8.2,8.1,7.8,8.4,P2,Monitor Batch 10B polished grade/spec pages; defer remaining grade/spec rollout to Batch 10C.,"Batch 10B grade/spec rollout applied; URL, H1 intent, title/meta/canonical targets, schema meaning and sitemap URL preserved. Visual gate passed at 1366 and 390, with representative 1280/768/360 checks."
https://rubinoxmetal.com/materials/inconel-601-supplier-india.html,Grade / specification pages,Inconel 601 Supplier India | Nickel Alloy 601 RFQs,Inconel 601 Supplier in India,"Inconel 601 supplier in India for nickel alloy pipes, tubes, sheets, plates, bars, flanges, fittings and high-temperature RFQs.",polished in Batch 10B,Inconel 601 Supplier India,,Answer; BreadcrumbList; FAQPage; ListItem; Organization; Product; PropertyValue; Question; Thing; WebPage; WebSite,yes,yes,yes,Mapped from sitemap and local HTML; preserve canonical/internal links unless task-specific.,image or visual asset referenced,8.5,8.2,8.1,7.8,8.4,P2,Monitor Batch 10B polished grade/spec pages; defer remaining grade/spec rollout to Batch 10C.,"Batch 10B grade/spec rollout applied; URL, H1 intent, title/meta/canonical targets, schema meaning and sitemap URL preserved. Visual gate passed at 1366 and 390, with representative 1280/768/360 checks."
https://rubinoxmetal.com/materials/incoloy-800h-supplier-india.html,Grade / specification pages,Incoloy 800H Supplier India | Alloy 800H RFQs,Incoloy 800H Supplier in India,"Incoloy 800H supplier in India for nickel alloy pipes, tubes, sheets, plates, bars, flanges and fittings RFQs with documentation support.",polished in Batch 10B,Incoloy 800H Supplier India,,Answer; BreadcrumbList; FAQPage; ListItem; Organization; Product; PropertyValue; Question; Thing; WebPage; WebSite,yes,yes,yes,Mapped from sitemap and local HTML; preserve canonical/internal links unless task-specific.,image or visual asset referenced,8.5,8.2,8.1,7.8,8.4,P2,Monitor Batch 10B polished grade/spec pages; defer remaining grade/spec rollout to Batch 10C.,"Batch 10B grade/spec rollout applied; URL, H1 intent, title/meta/canonical targets, schema meaning and sitemap URL preserved. Visual gate passed at 1366 and 390, with representative 1280/768/360 checks."
https://rubinoxmetal.com/materials/astm-a335-p11-pipe-supplier-india.html,Grade / specification pages,ASTM A335 P11 Pipe Supplier India | ASME SA335 P11 RFQs,ASTM A335 P11 Pipe Supplier in India,"ASTM A335 P11 pipe supplier in India for alloy steel seamless pipe RFQs with size, schedule, MTC and inspection requirements reviewed.",polished in Batch 10B,ASTM A335 P11 Pipe Supplier India,,Answer; BreadcrumbList; FAQPage; ListItem; Organization; Product; PropertyValue; Question; Thing; WebPage; WebSite,yes,yes,yes,Mapped from sitemap and local HTML; preserve canonical/internal links unless task-specific.,image or visual asset referenced,8.5,8.2,8.1,7.8,8.4,P2,Monitor Batch 10B polished grade/spec pages; defer remaining grade/spec rollout to Batch 10C.,"Batch 10B grade/spec rollout applied; URL, H1 intent, title/meta/canonical targets, schema meaning and sitemap URL preserved. Visual gate passed at 1366 and 390, with representative 1280/768/360 checks."
https://rubinoxmetal.com/materials/astm-a335-p22-pipe-supplier-india.html,Grade / specification pages,ASTM A335 P22 Pipe Supplier India | ASME SA335 P22 RFQs,ASTM A335 P22 Pipe Supplier in India,"ASTM A335 P22 pipe supplier in India for alloy steel seamless pipe RFQs with size, schedule, MTC and inspection requirements reviewed.",polished in Batch 10B,ASTM A335 P22 Pipe Supplier India,,Answer; BreadcrumbList; FAQPage; ListItem; Organization; Product; PropertyValue; Question; Thing; WebPage; WebSite,yes,yes,yes,Mapped from sitemap and local HTML; preserve canonical/internal links unless task-specific.,image or visual asset referenced,8.5,8.2,8.1,7.8,8.4,P2,Monitor Batch 10B polished grade/spec pages; defer remaining grade/spec rollout to Batch 10C.,"Batch 10B grade/spec rollout applied; URL, H1 intent, title/meta/canonical targets, schema meaning and sitemap URL preserved. Visual gate passed at 1366 and 390, with representative 1280/768/360 checks."
https://rubinoxmetal.com/materials/astm-a335-p91-pipe-supplier-india.html,Grade / specification pages,ASTM A335 P91 Pipe Supplier India | ASME SA335 P91 RFQs,ASTM A335 P91 Pipe Supplier in India,"ASTM A335 P91 pipe supplier in India for alloy steel seamless pipe RFQs with size, schedule, MTC and inspection requirements reviewed.",representative scored,ASTM A335 P91 Pipe Supplier India,,Answer; BreadcrumbList; FAQPage; ListItem; Organization; Product; PropertyValue; Question; Thing; WebPage; WebSite,yes,yes,yes,Mapped from sitemap and local HTML; preserve canonical/internal links unless task-specific.,image or visual asset referenced,7.3,8.7,8.2,7.2,7.9,P1,Five-page grade/spec pilot,Representative scoring based on latest site-wide design analysis.
https://rubinoxmetal.com/materials/api-5l-grade-b-pipe-supplier-india.html,Grade / specification pages,API 5L Grade B Pipe Supplier India | Line Pipe RFQs,API 5L Grade B Pipe Supplier in India,"API 5L Grade B pipe supplier in India for line pipe RFQs with PSL, size, wall thickness, coating, MTC and inspection requirements reviewed.",representative scored,API 5L Grade B Pipe Supplier India,,Answer; BreadcrumbList; FAQPage; ListItem; Organization; Product; PropertyValue; Question; Thing; WebPage; WebSite,yes,yes,yes,Mapped from sitemap and local HTML; preserve canonical/internal links unless task-specific.,image or visual asset referenced,7.3,8.7,8.2,7.2,7.9,P1,Five-page grade/spec pilot,Representative scoring based on latest site-wide design analysis.
https://rubinoxmetal.com/materials/api-5l-x52-pipe-supplier-india.html,Grade / specification pages,API 5L X52 Pipe Supplier India | Line Pipe RFQs,API 5L X52 Pipe Supplier in India,"API 5L X52 pipe supplier in India for line pipe RFQs with PSL, size, wall thickness, coating, MTC and inspection requirements reviewed.",needs detailed scoring,API 5L X52 Pipe Supplier India,,Answer; BreadcrumbList; FAQPage; ListItem; Organization; Product; PropertyValue; Question; Thing; WebPage; WebSite,yes,yes,yes,Mapped from sitemap and local HTML; preserve canonical/internal links unless task-specific.,image or visual asset referenced,,,,,,P3,Use pilot before broad template changes,Complete URL/family mapping done; detailed scoring deferred to page-family audit batch.
https://rubinoxmetal.com/materials/api-5l-x65-pipe-supplier-india.html,Grade / specification pages,API 5L X65 Pipe Supplier India | Line Pipe RFQs,API 5L X65 Pipe Supplier in India,"API 5L X65 pipe supplier in India for line pipe RFQs with PSL, size, wall thickness, coating, MTC and inspection requirements reviewed.",polished in Batch 10B,API 5L X65 Pipe Supplier India,,Answer; BreadcrumbList; FAQPage; ListItem; Organization; Product; PropertyValue; Question; Thing; WebPage; WebSite,yes,yes,yes,Mapped from sitemap and local HTML; preserve canonical/internal links unless task-specific.,image or visual asset referenced,8.5,8.2,8.1,7.8,8.4,P2,Monitor Batch 10B polished grade/spec pages; defer remaining grade/spec rollout to Batch 10C.,"Batch 10B grade/spec rollout applied; URL, H1 intent, title/meta/canonical targets, schema meaning and sitemap URL preserved. Visual gate passed at 1366 and 390, with representative 1280/768/360 checks."
https://rubinoxmetal.com/materials/is-2062-steel-supplier-india.html,Grade / specification pages,IS 2062 Steel Supplier India | Structural Steel RFQs,IS 2062 Steel Supplier in India,"IS 2062 steel supplier in India for plates, sheets, angles, channels, flats, bars and structural fabrication RFQs with documentation support.",polished in Batch 10B,IS 2062 Steel Supplier India,,Answer; BreadcrumbList; FAQPage; ListItem; Organization; Product; PropertyValue; Question; Thing; WebPage; WebSite,yes,yes,yes,Mapped from sitemap and local HTML; preserve canonical/internal links unless task-specific.,image or visual asset referenced,8.5,8.2,8.1,7.8,8.4,P2,Monitor Batch 10B polished grade/spec pages; defer remaining grade/spec rollout to Batch 10C.,"Batch 10B grade/spec rollout applied; URL, H1 intent, title/meta/canonical targets, schema meaning and sitemap URL preserved. Visual gate passed at 1366 and 390, with representative 1280/768/360 checks."
